VISA	TITRE	RÉALISATEUR	GENRE	DEVIS
103215	ROMANCES DE TERRE ET D' EAU	DURET Jean-Pierre / SANTANA Andrea	documentaire	296,491										
107327	SAINT ANGE	LAUGIER Pascal	fiction	5,321,438										
097876	STEP BY STEP	MERLIN Laurent	fiction	356,591										
105147	SUPERNOVA (EXPERIENCE # 1)	VINOUR Pierre	fiction	904,408										
106994	TENJA	LEGZOULI Hassan	fiction	1,824,553										
105947	TERRE ET CENDRES	RAHIMI Atiq	fiction	3,216,290										
090853	TOUJOURS TOUT DROIT	CANIGLIA Mario	fiction	263,308										
108344	TOUT LE PLAISIR EST POUR MOI	BROUE Isabelle	fiction	3,924,590										
105966	UNE VIE A T'ATTENDRE	KLIFA Thierry	fiction	4,922,433										
098749	YO, SOR ALICE	MARQUARDT Alberto	fiction	274,339										
